ida,aire_geo,signe_fr,signe_ue,produit,reference
18,Alsace grand cru Hengst,AOC -,AOP -,Alsace grand cru Hengst sélection de grains nobles Muscat Ottonel,
18,Alsace grand cru Hengst,AOC -,AOP -,Alsace grand cru Hengst sélection de grains nobles Pinot gris,
18,Alsace grand cru Hengst,AOC -,AOP -,Alsace grand cru Hengst sélection de grains nobles Riesling,
18,Alsace grand cru Hengst,AOC -,AOP -,Alsace grand cru Hengst vendanges tardives Gewurztraminer,
18,Alsace grand cru Hengst,AOC -,AOP -,Alsace grand cru Hengst vendanges tardives Muscat,
18,Alsace grand cru Hengst,AOC -,AOP -,Alsace grand cru Hengst vendanges tardives Muscat Ottonel,
18,Alsace grand cru Hengst,AOC -,AOP -,Alsace grand cru Hengst vendanges tardives Pinot gris,
18,Alsace grand cru Hengst,AOC -,AOP -,Alsace grand cru Hengst vendanges tardives Riesling,
1653,Alsace grand cru Kaefferkopf,AOC -,AOP -,Alsace grand cru Kaefferkopf,
1653,Alsace grand cru Kaefferkopf,AOC -,AOP -,Alsace grand cru Kaefferkopf Gewurztraminer,
1653,Alsace grand cru Kaefferkopf,AOC -,AOP -,Alsace grand cru Kaefferkopf Pinot gris,
1653,Alsace grand cru Kaefferkopf,AOC -,AOP -,Alsace grand cru Kaefferkopf Riesling,
1653,Alsace grand cru Kaefferkopf,AOC -,AOP -,Alsace grand cru Kaefferkopf sélection de grains nobles Gewurztraminer,
1653,Alsace grand cru Kaefferkopf,AOC -,AOP -,Alsace grand cru Kaefferkopf sélection de grains nobles Riesling,
1653,Alsace grand cru Kaefferkopf,AOC -,AOP -,Alsace grand cru Kaefferkopf vendanges tardives Gewurztraminer,
1653,Alsace grand cru Kaefferkopf,AOC -,AOP -,Alsace grand cru Kaefferkopf vendanges tardives Riesling,
19,Alsace grand cru Kanzlerberg,AOC -,AOP -,Alsace grand cru Kanzlerberg Gewurztraminer,
19,Alsace grand cru Kanzlerberg,AOC -,AOP -,Alsace grand cru Kanzlerberg Muscat,
19,Alsace grand cru Kanzlerberg,AOC -,AOP -,Alsace grand cru Kanzlerberg Muscat Ottonel,
19,Alsace grand cru Kanzlerberg,AOC -,AOP -,Alsace grand cru Kanzlerberg Pinot gris,
19,Alsace grand cru Kanzlerberg,AOC -,AOP -,Alsace grand cru Kanzlerberg Riesling,
19,Alsace grand cru Kanzlerberg,AOC -,AOP -,Alsace grand cru Kanzlerberg sélection de grains nobles Gewurztraminer,
19,Alsace grand cru Kanzlerberg,AOC -,AOP -,Alsace grand cru Kanzlerberg sélection de grains nobles Muscat,
19,Alsace grand cru Kanzlerberg,AOC -,AOP -,Alsace grand cru Kanzlerberg sélection de grains nobles Muscat Ottonel,
19,Alsace grand cru Kanzlerberg,AOC -,AOP -,Alsace grand cru Kanzlerberg sélection de grains nobles Pinot gris,
19,Alsace grand cru Kanzlerberg,AOC -,AOP -,Alsace grand cru Kanzlerberg sélection de grains nobles Riesling,
19,Alsace grand cru Kanzlerberg,AOC -,AOP -,Alsace grand cru Kanzlerberg vendanges tardives Gewurztraminer,
19,Alsace grand cru Kanzlerberg,AOC -,AOP -,Alsace grand cru Kanzlerberg vendanges tardives Muscat,
19,Alsace grand cru Kanzlerberg,AOC -,AOP -,Alsace grand cru Kanzlerberg vendanges tardives Muscat Ottonel,
19,Alsace grand cru Kanzlerberg,AOC -,AOP -,Alsace grand cru Kanzlerberg vendanges tardives Pinot gris,
19,Alsace grand cru Kanzlerberg,AOC -,AOP -,Alsace grand cru Kanzlerberg vendanges tardives Riesling,
20,Alsace grand cru Kastelberg,AOC -,AOP -,Alsace grand cru Kastelberg Gewurztraminer,
20,Alsace grand cru Kastelberg,AOC -,AOP -,Alsace grand cru Kastelberg Muscat,
20,Alsace grand cru Kastelberg,AOC -,AOP -,Alsace grand cru Kastelberg Muscat Ottonel,
20,Alsace grand cru Kastelberg,AOC -,AOP -,Alsace grand cru Kastelberg Pinot gris,
20,Alsace grand cru Kastelberg,AOC -,AOP -,Alsace grand cru Kastelberg Riesling,
20,Alsace grand cru Kastelberg,AOC -,AOP -,Alsace grand cru Kastelberg sélection de grains nobles Gewurztraminer,
20,Alsace grand cru Kastelberg,AOC -,AOP -,Alsace grand cru Kastelberg sélection de grains nobles Muscat,
20,Alsace grand cru Kastelberg,AOC -,AOP -,Alsace grand cru Kastelberg sélection de grains nobles Muscat Ottonel,
20,Alsace grand cru Kastelberg,AOC -,AOP -,Alsace grand cru Kastelberg sélection de grains nobles Pinot gris,
20,Alsace grand cru Kastelberg,AOC -,AOP -,Alsace grand cru Kastelberg sélection de grains nobles Riesling,
20,Alsace grand cru Kastelberg,AOC -,AOP -,Alsace grand cru Kastelberg vendanges tardives Gewurztraminer,
20,Alsace grand cru Kastelberg,AOC -,AOP -,Alsace grand cru Kastelberg vendanges tardives Muscat,
20,Alsace grand cru Kastelberg,AOC -,AOP -,Alsace grand cru Kastelberg vendanges tardives Muscat Ottonel,
20,Alsace grand cru Kastelberg,AOC -,AOP -,Alsace grand cru Kastelberg vendanges tardives Pinot gris,
20,Alsace grand cru Kastelberg,AOC -,AOP -,Alsace grand cru Kastelberg vendanges tardives Riesling,
21,Alsace grand cru Kessler,AOC -,AOP -,Alsace grand cru Kessler Gewurztraminer,
21,Alsace grand cru Kessler,AOC -,AOP -,Alsace grand cru Kessler Muscat,
21,Alsace grand cru Kessler,AOC -,AOP -,Alsace grand cru Kessler Muscat Ottonel,
21,Alsace grand cru Kessler,AOC -,AOP -,Alsace grand cru Kessler Pinot gris,
21,Alsace grand cru Kessler,AOC -,AOP -,Alsace grand cru Kessler Riesling,
21,Alsace grand cru Kessler,AOC -,AOP -,Alsace grand cru Kessler sélection de grains nobles Gewurztraminer,
21,Alsace grand cru Kessler,AOC -,AOP -,Alsace grand cru Kessler sélection de grains nobles Muscat,
21,Alsace grand cru Kessler,AOC -,AOP -,Alsace grand cru Kessler sélection de grains nobles Muscat Ottonel,
21,Alsace grand cru Kessler,AOC -,AOP -,Alsace grand cru Kessler sélection de grains nobles Pinot gris,
21,Alsace grand cru Kessler,AOC -,AOP -,Alsace grand cru Kessler sélection de grains nobles Riesling,
21,Alsace grand cru Kessler,AOC -,AOP -,Alsace grand cru Kessler vendanges tardives Gewurztraminer,
21,Alsace grand cru Kessler,AOC -,AOP -,Alsace grand cru Kessler vendanges tardives Muscat,
21,Alsace grand cru Kessler,AOC -,AOP -,Alsace grand cru Kessler vendanges tardives Muscat Ottonel,
21,Alsace grand cru Kessler,AOC -,AOP -,Alsace grand cru Kessler vendanges tardives Pinot gris,
21,Alsace grand cru Kessler,AOC -,AOP -,Alsace grand cru Kessler vendanges tardives Riesling,
22,Alsace grand cru Kirchberg de Barr,AOC -,AOP -,Alsace grand cru Kirchberg de Barr Gewurztraminer,
22,Alsace grand cru Kirchberg de Barr,AOC -,AOP -,Alsace grand cru Kirchberg de Barr Muscat,
22,Alsace grand cru Kirchberg de Barr,AOC -,AOP -,Alsace grand cru Kirchberg de Barr Muscat Ottonel,
22,Alsace grand cru Kirchberg de Barr,AOC -,AOP -,Alsace grand cru Kirchberg de Barr Pinot gris,
22,Alsace grand cru Kirchberg de Barr,AOC -,AOP -,Alsace grand cru Kirchberg de Barr Riesling,
22,Alsace grand cru Kirchberg de Barr,AOC -,AOP -,Alsace grand cru Kirchberg de Barr sélection de grains nobles Gewurztraminer,
22,Alsace grand cru Kirchberg de Barr,AOC -,AOP -,Alsace grand cru Kirchberg de Barr sélection de grains nobles Muscat,
22,Alsace grand cru Kirchberg de Barr,AOC -,AOP -,Alsace grand cru Kirchberg de Barr sélection de grains nobles Muscat Ottonel,
22,Alsace grand cru Kirchberg de Barr,AOC -,AOP -,Alsace grand cru Kirchberg de Barr sélection de grains nobles Pinot gris,
22,Alsace grand cru Kirchberg de Barr,AOC -,AOP -,Alsace grand cru Kirchberg de Barr sélection de grains nobles Riesling,
22,Alsace grand cru Kirchberg de Barr,AOC -,AOP -,Alsace grand cru Kirchberg de Barr vendanges tardives Gewurztraminer,
22,Alsace grand cru Kirchberg de Barr,AOC -,AOP -,Alsace grand cru Kirchberg de Barr vendanges tardives Muscat,
22,Alsace grand cru Kirchberg de Barr,AOC -,AOP -,Alsace grand cru Kirchberg de Barr vendanges tardives Muscat Ottonel,
22,Alsace grand cru Kirchberg de Barr,AOC -,AOP -,Alsace grand cru Kirchberg de Barr vendanges tardives Pinot gris,
22,Alsace grand cru Kirchberg de Barr,AOC -,AOP -,Alsace grand cru Kirchberg de Barr vendanges tardives Riesling,
23,Alsace grand cru Kirchberg de Ribeauvillé,AOC -,AOP -,Alsace grand cru Kirchberg de Ribeauvillé Gewurztraminer,
23,Alsace grand cru Kirchberg de Ribeauvillé,AOC -,AOP -,Alsace grand cru Kirchberg de Ribeauvillé Muscat,
23,Alsace grand cru Kirchberg de Ribeauvillé,AOC -,AOP -,Alsace grand cru Kirchberg de Ribeauvillé Muscat Ottonel,
23,Alsace grand cru Kirchberg de Ribeauvillé,AOC -,AOP -,Alsace grand cru Kirchberg de Ribeauvillé Pinot gris,
23,Alsace grand cru Kirchberg de Ribeauvillé,AOC -,AOP -,Alsace grand cru Kirchberg de Ribeauvillé Riesling,
23,Alsace grand cru Kirchberg de Ribeauvillé,AOC -,AOP -,Alsace grand cru Kirchberg de Ribeauvillé sélection de grains nobles Gewurztraminer,
23,Alsace grand cru Kirchberg de Ribeauvillé,AOC -,AOP -,Alsace grand cru Kirchberg de Ribeauvillé sélection de grains nobles Muscat,
23,Alsace grand cru Kirchberg de Ribeauvillé,AOC -,AOP -,Alsace grand cru Kirchberg de Ribeauvillé sélection de grains nobles Muscat Ottonel,
23,Alsace grand cru Kirchberg de Ribeauvillé,AOC -,AOP -,Alsace grand cru Kirchberg de Ribeauvillé sélection de grains nobles Pinot gris,
23,Alsace grand cru Kirchberg de Ribeauvillé,AOC -,AOP -,Alsace grand cru Kirchberg de Ribeauvillé sélection de grains nobles Riesling,
23,Alsace grand cru Kirchberg de Ribeauvillé,AOC -,AOP -,Alsace grand cru Kirchberg de Ribeauvillé vendanges tardives Gewurztraminer,
23,Alsace grand cru Kirchberg de Ribeauvillé,AOC -,AOP -,Alsace grand cru Kirchberg de Ribeauvillé vendanges tardives Muscat,
23,Alsace grand cru Kirchberg de Ribeauvillé,AOC -,AOP -,Alsace grand cru Kirchberg de Ribeauvillé vendanges tardives Muscat Ottonel,
23,Alsace grand cru Kirchberg de Ribeauvillé,AOC -,AOP -,Alsace grand cru Kirchberg de Ribeauvillé vendanges tardives Pinot gris,
23,Alsace grand cru Kirchberg de Ribeauvillé,AOC -,AOP -,Alsace grand cru Kirchberg de Ribeauvillé vendanges tardives Riesling,
24,Alsace grand cru Kitterlé,AOC -,AOP -,Alsace grand cru Kitterlé Gewurztraminer,
24,Alsace grand cru Kitterlé,AOC -,AOP -,Alsace grand cru Kitterlé Muscat,
24,Alsace grand cru Kitterlé,AOC -,AOP -,Alsace grand cru Kitterlé Muscat Ottonel,
24,Alsace grand cru Kitterlé,AOC -,AOP -,Alsace grand cru Kitterlé Pinot gris,
24,Alsace grand cru Kitterlé,AOC -,AOP -,Alsace grand cru Kitterlé Riesling,
24,Alsace grand cru Kitterlé,AOC -,AOP -,Alsace grand cru Kitterlé sélection de grains nobles Gewurztraminer,
24,Alsace grand cru Kitterlé,AOC -,AOP -,Alsace grand cru Kitterlé sélection de grains nobles Muscat,
24,Alsace grand cru Kitterlé,AOC -,AOP -,Alsace grand cru Kitterlé sélection de grains nobles Muscat Ottonel,
24,Alsace grand cru Kitterlé,AOC -,AOP -,Alsace grand cru Kitterlé sélection de grains nobles Pinot gris,
24,Alsace grand cru Kitterlé,AOC -,AOP -,Alsace grand cru Kitterlé sélection de grains nobles Riesling,
24,Alsace grand cru Kitterlé,AOC -,AOP -,Alsace grand cru Kitterlé vendanges tardives Gewurztraminer,
24,Alsace grand cru Kitterlé,AOC -,AOP -,Alsace grand cru Kitterlé vendanges tardives Muscat,
24,Alsace grand cru Kitterlé,AOC -,AOP -,Alsace grand cru Kitterlé vendanges tardives Muscat Ottonel,
24,Alsace grand cru Kitterlé,AOC -,AOP -,Alsace grand cru Kitterlé vendanges tardives Pinot gris,
24,Alsace grand cru Kitterlé,AOC -,AOP -,Alsace grand cru Kitterlé vendanges tardives Riesling,
25,Alsace grand cru Mambourg,AOC -,AOP -,Alsace grand cru Mambourg Gewurztraminer,
25,Alsace grand cru Mambourg,AOC -,AOP -,Alsace grand cru Mambourg Muscat,
25,Alsace grand cru Mambourg,AOC -,AOP -,Alsace grand cru Mambourg Muscat Ottonel,
25,Alsace grand cru Mambourg,AOC -,AOP -,Alsace grand cru Mambourg Pinot gris,
25,Alsace grand cru Mambourg,AOC -,AOP -,Alsace grand cru Mambourg Riesling,
25,Alsace grand cru Mambourg,AOC -,AOP -,Alsace grand cru Mambourg sélection de grains nobles Gewurztraminer,
25,Alsace grand cru Mambourg,AOC -,AOP -,Alsace grand cru Mambourg sélection de grains nobles Muscat,
25,Alsace grand cru Mambourg,AOC -,AOP -,Alsace grand cru Mambourg sélection de grains nobles Muscat Ottonel,
25,Alsace grand cru Mambourg,AOC -,AOP -,Alsace grand cru Mambourg sélection de grains nobles Pinot gris,
25,Alsace grand cru Mambourg,AOC -,AOP -,Alsace grand cru Mambourg sélection de grains nobles Riesling,
25,Alsace grand cru Mambourg,AOC -,AOP -,Alsace grand cru Mambourg vendanges tardives Gewurztraminer,
25,Alsace grand cru Mambourg,AOC -,AOP -,Alsace grand cru Mambourg vendanges tardives Muscat,
25,Alsace grand cru Mambourg,AOC -,AOP -,Alsace grand cru Mambourg vendanges tardives Muscat Ottonel,
25,Alsace grand cru Mambourg,AOC -,AOP -,Alsace grand cru Mambourg vendanges tardives Pinot gris,
25,Alsace grand cru Mambourg,AOC -,AOP -,Alsace grand cru Mambourg vendanges tardives Riesling,
26,Alsace grand cru Mandelberg ,AOC -,AOP -,Alsace grand cru Mandelberg Gewurztraminer,
26,Alsace grand cru Mandelberg ,AOC -,AOP -,Alsace grand cru Mandelberg Muscat,
26,Alsace grand cru Mandelberg ,AOC -,AOP -,Alsace grand cru Mandelberg Muscat Ottonel,
26,Alsace grand cru Mandelberg ,AOC -,AOP -,Alsace grand cru Mandelberg Pinot gris,
26,Alsace grand cru Mandelberg ,AOC -,AOP -,Alsace grand cru Mandelberg Riesling,
26,Alsace grand cru Mandelberg ,AOC -,AOP -,Alsace grand cru Mandelberg sélection de grains nobles Gewurztraminer,
26,Alsace grand cru Mandelberg ,AOC -,AOP -,Alsace grand cru Mandelberg sélection de grains nobles Muscat,
26,Alsace grand cru Mandelberg ,AOC -,AOP -,Alsace grand cru Mandelberg sélection de grains nobles Muscat Ottonel,
26,Alsace grand cru Mandelberg ,AOC -,AOP -,Alsace grand cru Mandelberg sélection de grains nobles Pinot gris,
26,Alsace grand cru Mandelberg ,AOC -,AOP -,Alsace grand cru Mandelberg sélection de grains nobles Riesling,
26,Alsace grand cru Mandelberg ,AOC -,AOP -,Alsace grand cru Mandelberg vendanges tardives Gewurztraminer,
26,Alsace grand cru Mandelberg ,AOC -,AOP -,Alsace grand cru Mandelberg vendanges tardives Muscat,
26,Alsace grand cru Mandelberg ,AOC -,AOP -,Alsace grand cru Mandelberg vendanges tardives Muscat Ottonel,
26,Alsace grand cru Mandelberg ,AOC -,AOP -,Alsace grand cru Mandelberg vendanges tardives Pinot gris,
26,Alsace grand cru Mandelberg ,AOC -,AOP -,Alsace grand cru Mandelberg vendanges tardives Riesling,
27,Alsace grand cru Marckrain,AOC -,AOP -,Alsace grand cru Marckrain Gewurztraminer,
27,Alsace grand cru Marckrain,AOC -,AOP -,Alsace grand cru Marckrain Muscat,
27,Alsace grand cru Marckrain,AOC -,AOP -,Alsace grand cru Marckrain Muscat Ottonel,
27,Alsace grand cru Marckrain,AOC -,AOP -,Alsace grand cru Marckrain Pinot gris,
27,Alsace grand cru Marckrain,AOC -,AOP -,Alsace grand cru Marckrain Riesling,
27,Alsace grand cru Marckrain,AOC -,AOP -,Alsace grand cru Marckrain sélection de grains nobles Gewurztraminer,
27,Alsace grand cru Marckrain,AOC -,AOP -,Alsace grand cru Marckrain sélection de grains nobles Muscat,
27,Alsace grand cru Marckrain,AOC -,AOP -,Alsace grand cru Marckrain sélection de grains nobles Muscat Ottonel,
27,Alsace grand cru Marckrain,AOC -,AOP -,Alsace grand cru Marckrain sélection de grains nobles Pinot gris,
27,Alsace grand cru Marckrain,AOC -,AOP -,Alsace grand cru Marckrain sélection de grains nobles Riesling,
27,Alsace grand cru Marckrain,AOC -,AOP -,Alsace grand cru Marckrain vendanges tardives Gewurztraminer,
27,Alsace grand cru Marckrain,AOC -,AOP -,Alsace grand cru Marckrain vendanges tardives Muscat,
27,Alsace grand cru Marckrain,AOC -,AOP -,Alsace grand cru Marckrain vendanges tardives Muscat Ottonel,
27,Alsace grand cru Marckrain,AOC -,AOP -,Alsace grand cru Marckrain vendanges tardives Pinot gris,
27,Alsace grand cru Marckrain,AOC -,AOP -,Alsace grand cru Marckrain vendanges tardives Riesling,
28,Alsace grand cru Moenchberg,AOC -,AOP -,Alsace grand cru Moenchberg Gewurztraminer,
28,Alsace grand cru Moenchberg,AOC -,AOP -,Alsace grand cru Moenchberg Muscat,
28,Alsace grand cru Moenchberg,AOC -,AOP -,Alsace grand cru Moenchberg Muscat Ottonel,
28,Alsace grand cru Moenchberg,AOC -,AOP -,Alsace grand cru Moenchberg Pinot gris,
28,Alsace grand cru Moenchberg,AOC -,AOP -,Alsace grand cru Moenchberg Riesling,
28,Alsace grand cru Moenchberg,AOC -,AOP -,Alsace grand cru Moenchberg sélection de grains nobles Gewurztraminer,
28,Alsace grand cru Moenchberg,AOC -,AOP -,Alsace grand cru Moenchberg sélection de grains nobles Muscat,
28,Alsace grand cru Moenchberg,AOC -,AOP -,Alsace grand cru Moenchberg sélection de grains nobles Muscat Ottonel,
28,Alsace grand cru Moenchberg,AOC -,AOP -,Alsace grand cru Moenchberg sélection de grains nobles Pinot gris,
28,Alsace grand cru Moenchberg,AOC -,AOP -,Alsace grand cru Moenchberg sélection de grains nobles Riesling,
28,Alsace grand cru Moenchberg,AOC -,AOP -,Alsace grand cru Moenchberg vendanges tardives Gewurztraminer,
28,Alsace grand cru Moenchberg,AOC -,AOP -,Alsace grand cru Moenchberg vendanges tardives Muscat,
28,Alsace grand cru Moenchberg,AOC -,AOP -,Alsace grand cru Moenchberg vendanges tardives Muscat Ottonel,
28,Alsace grand cru Moenchberg,AOC -,AOP -,Alsace grand cru Moenchberg vendanges tardives Pinot gris,
28,Alsace grand cru Moenchberg,AOC -,AOP -,Alsace grand cru Moenchberg vendanges tardives Riesling,
29,Alsace grand cru Muenchberg,AOC -,AOP -,Alsace grand cru Muenchberg Gewurztraminer,
29,Alsace grand cru Muenchberg,AOC -,AOP -,Alsace grand cru Muenchberg Muscat,
29,Alsace grand cru Muenchberg,AOC -,AOP -,Alsace grand cru Muenchberg Muscat Ottonel,
29,Alsace grand cru Muenchberg,AOC -,AOP -,Alsace grand cru Muenchberg Pinot gris,
29,Alsace grand cru Muenchberg,AOC -,AOP -,Alsace grand cru Muenchberg Riesling,
29,Alsace grand cru Muenchberg,AOC -,AOP -,Alsace grand cru Muenchberg sélection de grains nobles Gewurztraminer,
29,Alsace grand cru Muenchberg,AOC -,AOP -,Alsace grand cru Muenchberg sélection de grains nobles Muscat,
29,Alsace grand cru Muenchberg,AOC -,AOP -,Alsace grand cru Muenchberg sélection de grains nobles Muscat Ottonel,
29,Alsace grand cru Muenchberg,AOC -,AOP -,Alsace grand cru Muenchberg sélection de grains nobles Pinot gris,
29,Alsace grand cru Muenchberg,AOC -,AOP -,Alsace grand cru Muenchberg sélection de grains nobles Riesling,
29,Alsace grand cru Muenchberg,AOC -,AOP -,Alsace grand cru Muenchberg vendanges tardives Gewurztraminer,
29,Alsace grand cru Muenchberg,AOC -,AOP -,Alsace grand cru Muenchberg vendanges tardives Muscat,
29,Alsace grand cru Muenchberg,AOC -,AOP -,Alsace grand cru Muenchberg vendanges tardives Muscat Ottonel,
29,Alsace grand cru Muenchberg,AOC -,AOP -,Alsace grand cru Muenchberg vendanges tardives Pinot gris,
29,Alsace grand cru Muenchberg,AOC -,AOP -,Alsace grand cru Muenchberg vendanges tardives Riesling,
30,Alsace grand cru Ollwiller,AOC -,AOP -,Alsace grand cru Ollwiller Gewurztraminer,
30,Alsace grand cru Ollwiller,AOC -,AOP -,Alsace grand cru Ollwiller Muscat,
30,Alsace grand cru Ollwiller,AOC -,AOP -,Alsace grand cru Ollwiller Muscat Ottonel,
30,Alsace grand cru Ollwiller,AOC -,AOP -,Alsace grand cru Ollwiller Pinot gris,
30,Alsace grand cru Ollwiller,AOC -,AOP -,Alsace grand cru Ollwiller Riesling,
30,Alsace grand cru Ollwiller,AOC -,AOP -,Alsace grand cru Ollwiller sélection de grains nobles Gewurztraminer,
30,Alsace grand cru Ollwiller,AOC -,AOP -,Alsace grand cru Ollwiller sélection de grains nobles Muscat,
30,Alsace grand cru Ollwiller,AOC -,AOP -,Alsace grand cru Ollwiller sélection de grains nobles Muscat Ottonel,
30,Alsace grand cru Ollwiller,AOC -,AOP -,Alsace grand cru Ollwiller sélection de grains nobles Pinot gris,
30,Alsace grand cru Ollwiller,AOC -,AOP -,Alsace grand cru Ollwiller sélection de grains nobles Riesling,
30,Alsace grand cru Ollwiller,AOC -,AOP -,Alsace grand cru Ollwiller vendanges tardives Gewurztraminer,
30,Alsace grand cru Ollwiller,AOC -,AOP -,Alsace grand cru Ollwiller vendanges tardives Muscat,
30,Alsace grand cru Ollwiller,AOC -,AOP -,Alsace grand cru Ollwiller vendanges tardives Muscat Ottonel,
30,Alsace grand cru Ollwiller,AOC -,AOP -,Alsace grand cru Ollwiller vendanges tardives Pinot gris,
30,Alsace grand cru Ollwiller,AOC -,AOP -,Alsace grand cru Ollwiller vendanges tardives Riesling,
31,Alsace grand cru Osterberg,AOC -,AOP -,Alsace grand cru Osterberg Gewurztraminer,
31,Alsace grand cru Osterberg,AOC -,AOP -,Alsace grand cru Osterberg Muscat,
31,Alsace grand cru Osterberg,AOC -,AOP -,Alsace grand cru Osterberg Muscat Ottonel,
31,Alsace grand cru Osterberg,AOC -,AOP -,Alsace grand cru Osterberg Pinot gris,
31,Alsace grand cru Osterberg,AOC -,AOP -,Alsace grand cru Osterberg Riesling,
31,Alsace grand cru Osterberg,AOC -,AOP -,Alsace grand cru Osterberg sélection de grains nobles Gewurztraminer,
31,Alsace grand cru Osterberg,AOC -,AOP -,Alsace grand cru Osterberg sélection de grains nobles Muscat,
31,Alsace grand cru Osterberg,AOC -,AOP -,Alsace grand cru Osterberg sélection de grains nobles Muscat Ottonel,
31,Alsace grand cru Osterberg,AOC -,AOP -,Alsace grand cru Osterberg sélection de grains nobles Pinot gris,
31,Alsace grand cru Osterberg,AOC -,AOP -,Alsace grand cru Osterberg sélection de grains nobles Riesling,
31,Alsace grand cru Osterberg,AOC -,AOP -,Alsace grand cru Osterberg vendanges tardives Gewurztraminer,
31,Alsace grand cru Osterberg,AOC -,AOP -,Alsace grand cru Osterberg vendanges tardives Muscat,
31,Alsace grand cru Osterberg,AOC -,AOP -,Alsace grand cru Osterberg vendanges tardives Muscat Ottonel,
31,Alsace grand cru Osterberg,AOC -,AOP -,Alsace grand cru Osterberg vendanges tardives Pinot gris,
31,Alsace grand cru Osterberg,AOC -,AOP -,Alsace grand cru Osterberg vendanges tardives Riesling,
32,Alsace grand cru Pfersigberg,AOC -,AOP -,Alsace grand cru Pfersigberg Gewurztraminer,
32,Alsace grand cru Pfersigberg,AOC -,AOP -,Alsace grand cru Pfersigberg Muscat,
32,Alsace grand cru Pfersigberg,AOC -,AOP -,Alsace grand cru Pfersigberg Muscat Ottonel,
32,Alsace grand cru Pfersigberg,AOC -,AOP -,Alsace grand cru Pfersigberg Pinot gris,
32,Alsace grand cru Pfersigberg,AOC -,AOP -,Alsace grand cru Pfersigberg Riesling,
32,Alsace grand cru Pfersigberg,AOC -,AOP -,Alsace grand cru Pfersigberg sélection de grains nobles Gewurztraminer,
32,Alsace grand cru Pfersigberg,AOC -,AOP -,Alsace grand cru Pfersigberg sélection de grains nobles Muscat,
32,Alsace grand cru Pfersigberg,AOC -,AOP -,Alsace grand cru Pfersigberg sélection de grains nobles Muscat Ottonel,
32,Alsace grand cru Pfersigberg,AOC -,AOP -,Alsace grand cru Pfersigberg sélection de grains nobles Pinot gris,
32,Alsace grand cru Pfersigberg,AOC -,AOP -,Alsace grand cru Pfersigberg sélection de grains nobles Riesling,
32,Alsace grand cru Pfersigberg,AOC -,AOP -,Alsace grand cru Pfersigberg vendanges tardives Gewurztraminer,
32,Alsace grand cru Pfersigberg,AOC -,AOP -,Alsace grand cru Pfersigberg vendanges tardives Muscat,
32,Alsace grand cru Pfersigberg,AOC -,AOP -,Alsace grand cru Pfersigberg vendanges tardives Muscat Ottonel,
32,Alsace grand cru Pfersigberg,AOC -,AOP -,Alsace grand cru Pfersigberg vendanges tardives Pinot gris,
32,Alsace grand cru Pfersigberg,AOC -,AOP -,Alsace grand cru Pfersigberg vendanges tardives Riesling,
33,Alsace grand cru Pfingstberg,AOC -,AOP -,Alsace grand cru Pfingstberg Gewurztraminer,
33,Alsace grand cru Pfingstberg,AOC -,AOP -,Alsace grand cru Pfingstberg Muscat,
33,Alsace grand cru Pfingstberg,AOC -,AOP -,Alsace grand cru Pfingstberg Muscat Ottonel,
33,Alsace grand cru Pfingstberg,AOC -,AOP -,Alsace grand cru Pfingstberg Pinot gris,
33,Alsace grand cru Pfingstberg,AOC -,AOP -,Alsace grand cru Pfingstberg Riesling,
33,Alsace grand cru Pfingstberg,AOC -,AOP -,Alsace grand cru Pfingstberg sélection de grains nobles Gewurztraminer,
33,Alsace grand cru Pfingstberg,AOC -,AOP -,Alsace grand cru Pfingstberg sélection de grains nobles Muscat,
33,Alsace grand cru Pfingstberg,AOC -,AOP -,Alsace grand cru Pfingstberg sélection de grains nobles Muscat Ottonel,
33,Alsace grand cru Pfingstberg,AOC -,AOP -,Alsace grand cru Pfingstberg sélection de grains nobles Pinot gris,
33,Alsace grand cru Pfingstberg,AOC -,AOP -,Alsace grand cru Pfingstberg sélection de grains nobles Riesling,
33,Alsace grand cru Pfingstberg,AOC -,AOP -,Alsace grand cru Pfingstberg vendanges tardives Gewurztraminer,
33,Alsace grand cru Pfingstberg,AOC -,AOP -,Alsace grand cru Pfingstberg vendanges tardives Muscat,
33,Alsace grand cru Pfingstberg,AOC -,AOP -,Alsace grand cru Pfingstberg vendanges tardives Muscat Ottonel,
33,Alsace grand cru Pfingstberg,AOC -,AOP -,Alsace grand cru Pfingstberg vendanges tardives Pinot gris,
33,Alsace grand cru Pfingstberg,AOC -,AOP -,Alsace grand cru Pfingstberg vendanges tardives Riesling,
34,Alsace grand cru Praelatenberg,AOC -,AOP -,Alsace grand cru Praelatenberg Gewurztraminer,
34,Alsace grand cru Praelatenberg,AOC -,AOP -,Alsace grand cru Praelatenberg Muscat,
34,Alsace grand cru Praelatenberg,AOC -,AOP -,Alsace grand cru Praelatenberg Muscat Ottonel,
34,Alsace grand cru Praelatenberg,AOC -,AOP -,Alsace grand cru Praelatenberg Pinot gris,
34,Alsace grand cru Praelatenberg,AOC -,AOP -,Alsace grand cru Praelatenberg Riesling,
34,Alsace grand cru Praelatenberg,AOC -,AOP -,Alsace grand cru Praelatenberg sélection de grains nobles Gewurztraminer,
34,Alsace grand cru Praelatenberg,AOC -,AOP -,Alsace grand cru Praelatenberg sélection de grains nobles Muscat,
34,Alsace grand cru Praelatenberg,AOC -,AOP -,Alsace grand cru Praelatenberg sélection de grains nobles Muscat Ottonel,
