ida,aire_geo,signe_fr,signe_ue,produit,reference
1645,-------,,IGP -,Pâté de Campagne Breton,
1645,-------,,IGP -,Porc du Sud-Ouest,IG/14/01
1645,-------,,IGP -,Sel de Guérande ou Fleur de sel de Guérande,
1645,-------,,STG -,Moules de bouchot,
1645,-------,LR - ,,Abricot,LA/04/01
1645,-------,LR - ,,Agneau de 13 à 22 kg carcasse ,LA/07/07
1645,-------,LR - ,,Agneau de 14 à 22 kg carcasse,LA/05/07
1645,-------,LR - ,,Agneau de plus de 13 kg carcasse,LA/05/85
1645,-------,LR - ,,Agneau de plus de 13 kg carcasse ,LA/09/95
1645,-------,LR - ,,Agneau de plus de 14 kg carcasse,LA/17/93
1645,-------,LR - ,,Agneau de plus de 14 kg carcasse,LA/31/90
1645,-------,LR - ,,Agneau de plus de 14 kg carcasse,LA/01/12
1645,-------,LR - ,,Agneau de plus de 15 kg de carcasse,LA/02/95
1645,-------,LR - ,,Agneau de plus de 15 kilos carcasse,LA/03/94
1645,-------,LR - ,,Agneau nourri essentiellement au lait maternel,LA/07/02
1645,-------,LR - ,,Agneau nourri essentiellement au lait maternel,LA/16/99
1645,-------,LR - ,,Agneau nourri exclusivement au lait maternel ,LA/11/08
1645,-------,LR - ,,Agneau nourri exclusivement au lait maternel,LA/19/92
1645,-------,LR - ,,Ail rose,LA/02/66
1645,-------,LR - ,,Ananas,LA/13/06
1645,-------,LR - ,,Baguette de pain de tradition française,LA/22/01
1645,-------,LR - ,,Bar,LA/04/99
1645,-------,LR - ,,Bar d'aquaculture marine ,LA/01/11
1645,-------,LR - ,,Betteraves rouges,LA/03/03
1645,-------,LR - ,,Betteraves rouges cuites sous vide,LA/21/99
1645,-------,LR - ,,Betteraves rouges cuites sous vide,LA/05/97
1645,-------,LR - ,,Betteraves rouges cuites sous vide,LA/08/98
1645,-------,LR - ,,Beurre de baratte doux et demi-sel,LA/12/94
1645,-------,LR - ,,Blanc de poulet cuit,LA/03/07
1645,-------,LR - ,,Brie au lait thermisé, crème et protéines de lait pasteurisées,LA/28/99
1645,-------,LR - ,,Brioche,LA/02/02
1645,-------,LR - ,,Bulbes à fleurs de dahlias,LA/07/10
1645,-------,LR - ,,Bœuf Charolais,LA/02/74
1645,-------,LR - ,,Bœuf fermier,LA/16/93
1645,-------,LR - ,,Bœuf fermier,LA/03/86
1645,-------,LR - ,,Cabécou,LA/25/05
1645,-------,LR - ,,Caille fermière,LA/20/90
1645,-------,LR - ,,Caille jaune fermière,LA/13/78
1645,-------,LR - ,,Canard de barbarie fermier élevé en plein air,LA/04/74
1645,-------,LR - ,,Canard fermier,LA/02/85
1645,-------,LR - ,,Canard mulard gavé entier, foie gras cru et produits de découpes crus frais et magrets surgelés,LA/12/89
1645,-------,LR - ,,Canette et canard de Barbarie,LA/09/04
1645,-------,LR - ,,Carottes et carottes des sables,LA/04/67
1645,-------,LR - ,,Carré-fromage au lait entier,LA/20/93
1645,-------,LR - ,,Cassoulet appertisé,LA/02/12
1645,-------,LR - ,,Chapon à pattes bleues fermier, élevé en plein air entier et découpe frais ou surgelé,LA/06/04
1645,-------,LR - ,,Chapon blanc entier et en découpes,LA/11/06
1645,-------,LR - ,,Chapon blanc fermier,LA/16/00
1645,-------,LR - ,,Chapon blanc fermier,LA/29/89
1645,-------,LR - ,,Chapon blanc fermier,LA/04/06
1645,-------,LR - ,,Chapon blanc fermier élevé en plein air,LA/16/88
1645,-------,LR - ,,Chapon blanc fermier élevé en plein air,LA/18/92
1645,-------,LR - ,,Chapon blanc fermier élevé en plein air entier et découpes, frais ou surgelé,LA/02/01
1645,-------,LR - ,,Chapon blanc fermier élevé en plein air entier et découpes, frais ou surgelé,LA/55/88
1645,-------,LR - ,,Chapon blanc fermier entier et découpe, frais et surgelé,LA/29/88
1645,-------,LR - ,,Chapon blanc fermier entier et découpes, frais et surgelé,LA/26/99
1645,-------,LR - ,,Chapon blanc fermier et découpe,LA/13/98
1645,-------,LR - ,,Chapon blanc fermier frais, surgelé, entier et découpe,LA/32/88
1645,-------,LR - ,,Chapon blanc fermier, entier et découpe, frais et surgelé,LA/13/00
1645,-------,LR - ,,Chapon blanc fermier, entier et découpe, frais et surgelé ,LA/38/89
1645,-------,LR - ,,Chapon blanc fermier, entier et découpe, frais et surgelé ,LA/06/98
1645,-------,LR - ,,Chapon cou nu jaune entier et en découpes,LA/12/06
1645,-------,LR - ,,Chapon de pintade,LA/02/97
1645,-------,LR - ,,Chapon de pintade fermier,LA/19/94
1645,-------,LR - ,,Chapon de pintade fermier,LA/16/94
1645,-------,LR - ,,Chapon de pintade fermier élevé en plein air,LA/04/07
1645,-------,LR - ,,Chapon de pintade fermier élevé en plein air,LA/14/94
1645,-------,LR - ,,Chapon de pintade fermier entier et découpe frais et surgelé,LA/08/95
1645,-------,LR - ,,Chapon de pintade fermier frais, surgelé, entier et découpe,LA/01/14
1645,-------,LR - ,,Chapon de pintade fermier, entier et découpe, frais et surgelé,LA/15/94
1645,-------,LR - ,,Chapon de pintade fermier, entier et découpes, frais et surgelé,LA/05/13
1645,-------,LR - ,,Chapon de pintade jaune fermier élevé en plein air,LA/17/94
1645,-------,LR - ,,Chapon fermier,LA/14/88
1645,-------,LR - ,,Chapon fermier cou nu jaune entier,LA/48/88
1645,-------,LR - ,,Chapon fermier élevé en plein air,LA/14/98
1645,-------,LR - ,,Chapon fermier entier et découpe frais,LA/28/88
1645,-------,LR - ,,Chapon fermier entier et découpe surgelé,LA/14/91
1645,-------,LR - ,,Chapon fermier entier et découpes,LA/17/97
1645,-------,LR - ,,Chapon fermier, élevé en plein air entier et découpe frais ou surgelé,LA/30/88
1645,-------,LR - ,,Chapon jaune fermier,LA/05/06
1645,-------,LR - ,,Chapon jaune fermier,LA/03/97
1645,-------,LR - ,,Chapon jaune fermier élevé en plein air,LA/14/89
1645,-------,LR - ,,Chapon jaune fermier élevé en plein air,LA/12/02
1645,-------,LR - ,,Chapon jaune fermier élevé en plein air,LA/31/88
1645,-------,LR - ,,Chapon jaune fermier élevé en plein air,LA/21/94
1645,-------,LR - ,,Chapon jaune fermier entier et découpe, frais et surgelé,LA/18/02
1645,-------,LR - ,,Chapon jaune fermier entier et découpes, frais et surgelé,LA/17/00
1645,-------,LR - ,,Chapon jaune fermier frais, surgelé, entier et découpe,LA/19/00
1645,-------,LR - ,,Chapon jaune fermier, entier et découpe, frais et surgelé,LA/28/89
1645,-------,LR - ,,Chapon noir fermier,LA/17/88
1645,-------,LR - ,,Chapon noir fermier entier et découpes,LA/18/06
1645,-------,LR - ,,Chapon noir fermier et découpe,LA/54/88
1645,-------,LR - ,,Chapon noir fermier, entier et découpe, frais et surgelé,LA/23/90
1645,-------,LR - ,,Choucroute,LA/01/09
1645,-------,LR - ,,Cidre de tradition,LA/21/97
1645,-------,LR - ,,Cidre de variété Guillevic,LA/15/99
1645,-------,LR - ,,Conserves de maquereaux,LA/26/06
1645,-------,LR - ,,Conserves de sardines pêchées à la bolinche,LA/01/03
1645,-------,LR - ,,Conserves de saumon,LA/03/09
1645,-------,LR - ,,Conserves de thon,LA/27/06
1645,-------,LR - ,,Conserves de thon Germon,LA/02/09
1645,-------,LR - ,,Coppa,LA/08/09
1645,-------,LR - ,,Coquille Saint-Jacques entière et fraîche,LA/11/02
1645,-------,LR - ,,Crème fluide,LA/10/89
1645,-------,LR - ,,Crevette d'élevage Penaeus monodon présentée entière crue surgelée ou entière crue surgelée ,LA/05/03
1645,-------,LR - ,,Crevettes de pêche,LA/01/05
1645,-------,LR - ,,Daurade d’aquaculture marine,LA/02/11
1645,-------,LR - ,,Découpes et morceaux de poulet fermier aromatisés/condimentés/marinés,LA/32/99
1645,-------,LR - ,,Dinde,LA/14/77
1645,-------,LR - ,,Dinde de découpe fermière élevée en plein air,LA/02/98
1645,-------,LR - ,,Dinde de Noël fermière élevée en plein air,LA/03/72
1645,-------,LR - ,,Dinde entière,LA/19/87
1645,-------,LR - ,,Dinde fermière,LA/06/71
1645,-------,LR - ,,Dinde fermière,LA/05/79
1645,-------,LR - ,,Dinde fermière à rôtir,LA/10/80
1645,-------,LR - ,,Dinde fermière à rôtir fraîche et surgelée,LA/11/86
1645,-------,LR - ,,Dinde fermière de Noël élevée en plein air,LA/04/88
1645,-------,LR - ,,Dinde fermière de Noël, entière, fraîche et surgelée,LA/06/86
1645,-------,LR - ,,Dinde fermière de Noël, entière, fraîche et surgelée,LA/13/95
1645,-------,LR - ,,Dinde fermière élevée en plein air,LA/15/93
1645,-------,LR - ,,Dinde fermière élevée en plein air à rôtir,LA/26/88
1645,-------,LR - ,,Dinde fermière élevée en plein air à rôtir,LA/08/82
1645,-------,LR - ,,Dinde fermière entière, fraîche et surgelée,LA/08/84
1645,-------,LR - ,,Dinde fermière fraîche,LA/15/92
1645,-------,LR - ,,Dinde fermière, élevée en plein air fraîche ou surgelée,LA/05/78
1645,-------,LR - ,,Dinde noire fermière à chair blanche,LA/04/86
1645,-------,LR - ,,Dinde noire fermière à chair jaune,LA/04/97
1645,-------,LR - ,,Dinde noire fermière élevée en plein air,LA/16/91
1645,-------,LR - ,,Dinde noire fermière entière,LA/06/87
1645,-------,LR - ,,Emmental,LA/04/79
1645,-------,LR - ,,Escargots préparés frais et surgelé,LA/04/83
1645,-------,LR - ,,Farine de froment,LA/09/05
1645,-------,LR - ,,Farine panifiable pour pain courant,LA/20/06
1645,-------,LR - ,,Farine pour pain de tradition française,LA/11/04
1645,-------,LR - ,,Farine type 45 label rouge pour pâtisserie,LA/25/06
1645,-------,LR - ,,Filets de hareng fumé doux,LA/04/11
1645,-------,LR - ,,Filets de maquereaux marinés au Muscadet AOC et aux aromates,LA/01/10
1645,-------,LR - ,,Flageolet vert,LA/19/06
1645,-------,LR - ,,Foie gras cru et produits de découpe d'oie gavée,LA/17/89
1645,-------,LR - ,,Foie gras cru et produits de découpe de canard mulard gavé,LA/16/89
1645,-------,LR - ,,Fraise,LA/16/08
1645,-------,LR - ,,Fromage à raclette,LA/04/03
1645,-------,LR - ,,Gazon de haute qualité,LA/05/87
1645,-------,LR - ,,Haricot,LA/19/97
1645,-------,LR - ,,Haricots blancs,LA/27/05
1645,-------,LR - ,,Herbes de Provence,LA/02/03
1645,-------,LR - ,,Huîtres fines de claires vertes,LA/25/89
1645,-------,LR - ,,Huîtres pousse en claire,LA/22/98
1645,-------,LR - ,,Jambon cru de pays,LA/09/91
1645,-------,LR - ,,Jambon cuit supérieur de porc fermier, entier et pré-tranché,LA/45/88
1645,-------,LR - ,,Jambon cuit supérieur entier et pré-tranché,LA/21/88
1645,-------,LR - ,,Jambon persillé,LA/32/06
1645,-------,LR - ,,Jambon sec supérieur,LA/04/08
1645,-------,LR - ,,Jambon sec supérieur,LA/03/73
1645,-------,LR - ,,Jambon sec supérieur,LA/07/08
1645,-------,LR - ,,Jambon sec supérieur,LA/14/08
1645,-------,LR - ,,Jambon sec supérieur de porc fermier,LA/46/88
1645,-------,LR - ,,Jambons cuits supérieurs, entiers ou tranchés, préemballés,LA/29/99
1645,-------,LR - ,,Kiwi Hayward,LA/35/90
1645,-------,LR - ,,Lapin,LA/08/99
1645,-------,LR - ,,Lapin,LA/13/97
1645,-------,LR - ,,Lentille blonde,LA/02/07
1645,-------,LR - ,,Lentilles vertes,LA/01/96
1645,-------,LR - ,,Lingot,LA/15/98
1645,-------,LR - ,,Litchi,LA/24/06
1645,-------,LR - ,,Mâche,LA/27/98
1645,-------,LR - ,,Mâche prête à l'emploi,LA/05/95
1645,-------,LR - ,,Maigre d’aquaculture marine,LA/03/11
1645,-------,LR - ,,Melon,LA/05/91
1645,-------,LR - ,,Miel de lavande et de lavandin,LA/24/89
1645,-------,LR - ,,Miel de sapin,LA/06/94
1645,-------,LR - ,,Miel toutes fleurs,LA/13/94
1645,-------,LR - ,,Mimolette vieille et extra-vieille,LA/26/89
1645,-------,LR - ,,Mini-chapon fermier,LA/09/14
1645,-------,LR - ,,Mini-chapon fermier élevé en plein air,LA/08/14
1645,-------,LR - ,,Mini-chapon fermier élevé en plein air,LA/01/07
1645,-------,LR - ,,Mini-chapon fermier entier et découpes, frais et surgelé,LA/10/14
1645,-------,LR - ,,Mousse au chocolat,LA/17/01
1645,-------,LR - ,,Noix de coquilles Saint-Jacques surgelées (Pecten maximus),LA/06/13
1645,-------,LR - ,,Noix de Saint-Jacques,LA/07/09
1645,-------,LR - ,,Noix surgelées de pectinidés Placopecten magellanicus,LA/09/13
1645,-------,LR - ,,Oie entière fraîche ou surgelée,LA/16/97
1645,-------,LR - ,,Oie fermière,LA/20/97
1645,-------,LR - ,,Oie fermière à rôtir,LA/09/93
1645,-------,LR - ,,Oie fermière élevée en plein air,LA/07/84
1645,-------,LR - ,,Oie fermière entière à rôtir,LA/11/84
1645,-------,LR - ,,Pain de tradition française,LA/04/05
1645,-------,LR - ,,Pancetta,LA/09/09
1645,-------,LR - ,,Pâté de campagne,LA/04/10
1645,-------,LR - ,,Pâté de campagne supérieur,LA/29/05
1645,-------,LR - ,,Pâté de campagne supérieur,LA/03/10
1645,-------,LR - ,,Pâté de porc fermier,LA/02/13
1645,-------,LR - ,,Pâté de tête issu de porc fermier ,LA/03/06
1645,-------,LR - ,,Pâtés en croûte supérieurs,LA/23/05
1645,-------,LR - ,,Pâtés supérieurs,LA/19/05
1645,-------,LR - ,,Pâtisserie crue surgelée pur beurre frais,LA/02/92
1645,-------,LR - ,,Pêches et nectarines,LA/10/87
1645,-------,LR - ,,Pintade entière et en découpes,LA/02/87
1645,-------,LR - ,,Pintade fermière,LA/60/88
1645,-------,LR - ,,Pintade fermière,LA/10/77
1645,-------,LR - ,,Pintade fermière,LA/03/82
1645,-------,LR - ,,Pintade fermière élevée en plein air,LA/20/87
1645,-------,LR - ,,Pintade fermière élevée en plein air,LA/09/94
1645,-------,LR - ,,Pintade fermière élevée en plein air,LA/01/74
1645,-------,LR - ,,Pintade fermière élevée en plein air entière et découpes, fraîche ou surgelée,LA/04/90
1645,-------,LR - ,,Pintade fermière élevée en plein air entière et découpes, fraîche ou surgelée,LA/06/93
1645,-------,LR - ,,Pintade fermière entière et découpe fraîche,LA/59/88
1645,-------,LR - ,,Pintade fermière entière et découpe surgelée,LA/06/92
1645,-------,LR - ,,Pintade fermière entière et découpe, fraîche et surgelée,LA/09/87
1645,-------,LR - ,,Pintade fermière entière et découpes,LA/11/97
1645,-------,LR - ,,Pintade fermière entière et découpes, fraîche et surgelée,LA/02/84
1645,-------,LR - ,,Pintade fermière et découpe, fraîche ou surgelée,LA/25/88
1645,-------,LR - ,,Pintade fermière fraîche, surgelée, entière et découpe,LA/08/94
1645,-------,LR - ,,Pintade fermière, élevée en plein air entière et découpe fraîche ou surgelée,LA/09/92
1645,-------,LR - ,,Pintade fermière, entière et découpe, fraîche et surgelée,LA/01/89
1645,-------,LR - ,,Pintade jaune fermière élevée en plein air,LA/09/66
1645,-------,LR - ,,Pintadeau,LA/21/98
1645,-------,LR - ,,Pizzas cuites au feu de bois surgelées,LA/12/01
1645,-------,LR - ,,Plants de pomme de terre,LA/14/99
1645,-------,LR - ,,Poireaux des sables,LA/09/86
1645,-------,LR - ,,Poitrine sèche ou ventrèche,LA/01/08
1645,-------,LR - ,,Pomme,LA/04/96
1645,-------,LR - ,,Pomme de terre à chair ferme Belle de Fontenay,LA/09/99
1645,-------,LR - ,,Pomme de terre Manon, spéciale frites,LA/11/09
1645,-------,LR - ,,Pommes de terre,LA/04/68
1645,-------,LR - ,,Pommes de terre à chair ferme Pompadour,LA/09/01
1645,-------,LR - ,,Porc,LA/04/89
1645,-------,LR - ,,Porc fermier,LA/16/90
1645,-------,LR - ,,Porc fermier élevé en plein air,LA/09/89
1645,-------,LR - ,,Porc fermier élevé en plein air,LA/08/91
1645,-------,LR - ,,Porc frais ou surgelé,LA/17/90
1645,-------,LR - ,,Poularde blanche à pattes bleues fermière, élevée en plein air entière et découpe fraîche ou surgelée,LA/07/04
1645,-------,LR - ,,Poularde blanche fermière,LA/12/91
1645,-------,LR - ,,Poularde blanche fermière élevée en plein air,LA/51/88
1645,-------,LR - ,,Poularde blanche fermière et découpe,LA/28/01
1645,-------,LR - ,,Poularde fermière,LA/10/91
1645,-------,LR - ,,Poularde fermière entière et découpe fraîche,LA/13/92
1645,-------,LR - ,,Poularde fermière entière et découpe surgelée,LA/14/92
1645,-------,LR - ,,Poularde fermière entière et découpe, fraîche et surgelée,LA/15/91
1645,-------,LR - ,,Poularde fermière entière et découpes,LA/25/99
1645,-------,LR - ,,Poularde fermière entière fraîche ou surgelée,LA/10/02
1645,-------,LR - ,,Poularde fermière, élevée en plein air entière et découpe fraîche ou surgelée,LA/11/91
1645,-------,LR - ,,Poularde fermière, entière et découpe, fraîche et surgelée,LA/10/94
1645,-------,LR - ,,Poularde jaune fermière,LA/07/93
1645,-------,LR - ,,Poularde jaune fermière,LA/13/91
1645,-------,LR - ,,Poularde jaune fermière élevée en plein air,LA/06/10
1645,-------,LR - ,,Poularde jaune fermière élevée en plein air,LA/13/02
1645,-------,LR - ,,Poularde jaune fermière entière et découpes, fraîche et surgelée,LA/04/13
1645,-------,LR - ,,Poularde noire fermière,LA/10/92
1645,-------,LR - ,,Poularde noire fermière entière et découpes, fraîche et surgelée,LA/03/12
1645,-------,LR - ,,Poule fermière élevée en liberté,LA/35/88
1645,-------,LR - ,,Poulet blanc à pattes bleues fermier, élevé en plein air entier et découpe frais ou surgelé,LA/14/95
1645,-------,LR - ,,Poulet blanc cou nu fermier élevé en liberté,LA/04/12
1645,-------,LR - ,,Poulet blanc cou nu fermier entier et découpes,LA/04/84
1645,-------,LR - ,,Poulet blanc entier et en découpes,LA/16/92
1645,-------,LR - ,,Poulet blanc fermier,LA/08/76
1645,-------,LR - ,,Poulet blanc fermier,LA/07/86
1645,-------,LR - ,,Poulet blanc fermier,LA/05/84
1645,-------,LR - ,,Poulet blanc fermier de 100 jours,LA/08/05
1645,-------,LR - ,,Poulet blanc fermier de 100 jours élevé en liberté,LA/52/88
1645,-------,LR - ,,Poulet blanc fermier élevé en liberté,LA/08/11
1645,-------,LR - ,,Poulet blanc fermier élevé en liberté,LA/12/66
1645,-------,LR - ,,Poulet blanc fermier élevé en liberté,LA/02/71
1645,-------,LR - ,,Poulet blanc fermier élevé en plein air,LA/09/82
1645,-------,LR - ,,Poulet blanc fermier élevé en plein air,LA/07/82
1645,-------,LR - ,,Poulet blanc fermier élevé en plein air entier et découpe,LA/22/90
1645,-------,LR - ,,Poulet blanc fermier élevé en plein air entier et découpes, frais ou surgelé,LA/22/92
1645,-------,LR - ,,Poulet blanc fermier élevé en plein air entier et découpes, frais ou surgelé,LA/03/04
1645,-------,LR - ,,Poulet blanc fermier élevé en plein air entier et découpes, frais ou surgelé,LA/04/04
1645,-------,LR - ,,Poulet blanc fermier élevé en plein air entier et découpes, frais ou surgelé,LA/17/87
1645,-------,LR - ,,Poulet blanc fermier entier et découpe frais,LA/02/82
1645,-------,LR - ,,Poulet blanc fermier entier et découpe surgelé,LA/14/90
1645,-------,LR - ,,Poulet blanc fermier entier et découpe, frais et surgelé,LA/08/80
1645,-------,LR - ,,Poulet blanc fermier entier et découpes,LA/01/85
1645,-------,LR - ,,Poulet blanc fermier entier et découpes, frais et surgelé,LA/02/93
1645,-------,LR - ,,Poulet blanc fermier frais, surgelé, entier et découpe,LA/11/80
1645,-------,LR - ,,Poulet blanc fermier hétéro et découpe, frais ou surgelé ,LA/02/90
1645,-------,LR - ,,Poulet blanc fermier non cou-nu et découpe, frais ou surgelé,LA/01/02
1645,-------,LR - ,,Poulet blanc fermier, élevé en plein air entier et découpe frais ou surgelé,LA/03/95
1645,-------,LR - ,,Poulet blanc fermier, élevé en plein air entier et découpe frais ou surgelé,LA/04/78
1645,-------,LR - ,,Poulet blanc fermier, entier et découpe, frais et surgelé,LA/06/11
1645,-------,LR - ,,Poulet blanc fermier, entier et découpe, frais et surgelé,LA/09/80
1645,-------,LR - ,,Poulet blanc fermier, entier et découpe, frais et surgelé,LA/13/88
1645,-------,LR - ,,Poulet cou nu blanc entier et en découpes, frais ou surgelé,LA/04/87
1645,-------,LR - ,,Poulet cou nu jaune entier et en découpes,LA/18/01
1645,-------,LR - ,,Poulet cou nu jaune entier et en découpes, frais ou surgelé,LA/07/85
1645,-------,LR - ,,Poulet cou nu noir entier et en découpes,LA/21/01
1645,-------,LR - ,,Poulet cou nu pattes bleues fermier, entier et découpe, frais et surgelé,LA/01/94
1645,-------,LR - ,,Poulet cou nu pattes bleues fermier, entier et découpe, frais et surgelé,LA/11/98
1645,-------,LR - ,,Poulet fermier cou nu jaune entier et en découpes,LA/19/01
1645,-------,LR - ,,Poulet fermier élevé en plein air,LA/08/87
1645,-------,LR - ,,Poulet fermier rôti et découpes cuites de poulet fermier,LA/30/01
1645,-------,LR - ,,Poulet gris fermier,LA/12/77
1645,-------,LR - ,,Poulet gris fermier cou nu et découpe,LA/01/88
1645,-------,LR - ,,Poulet jaune fermier,LA/14/87
1645,-------,LR - ,,Poulet jaune fermier,LA/56/88
1645,-------,LR - ,,Poulet jaune fermier de 100 jours,LA/11/14
1645,-------,LR - ,,Poulet jaune fermier de 100 jours élevé en liberté,LA/05/12
1645,-------,LR - ,,Poulet jaune fermier élevé en liberté,LA/04/72
1645,-------,LR - ,,Poulet jaune fermier élevé en liberté,LA/01/65
1645,-------,LR - ,,Poulet jaune fermier élevé en liberté,LA/04/81
1645,-------,LR - ,,Poulet jaune fermier élevé en liberté,LA/07/11
1645,-------,LR - ,,Poulet jaune fermier élevé en plein air,LA/01/78
1645,-------,LR - ,,Poulet jaune fermier élevé en plein air,LA/06/88
1645,-------,LR - ,,Poulet jaune fermier élevé en plein air,LA/23/98
1645,-------,LR - ,,Poulet jaune fermier élevé en plein air âgé de 91 jours,LA/03/00
1645,-------,LR - ,,Poulet jaune fermier élevé en plein air entier et découpe,LA/50/88
1645,-------,LR - ,,Poulet jaune fermier élevé en plein air entier et découpes, frais ou surgelé,LA/23/92
1645,-------,LR - ,,Poulet jaune fermier élevé en plein air entier et découpes, frais ou surgelé,LA/06/05
1645,-------,LR - ,,Poulet jaune fermier entier et découpe frais et surgelé,LA/08/01
1645,-------,LR - ,,Poulet jaune fermier entier et découpe frais et surgelé,LA/01/06
1645,-------,LR - ,,Poulet jaune fermier entier et découpe, frais et surgelé,LA/02/86
1645,-------,LR - ,,Poulet jaune fermier entier et découpes,LA/14/01
1645,-------,LR - ,,Poulet jaune fermier entier et découpes, frais et surgelé,LA/01/84
1645,-------,LR - ,,Poulet jaune fermier frais, surgelé, entier et découpe,LA/57/88
1645,-------,LR - ,,Poulet jaune fermier, élevé en plein air entier et découpe frais ou surgelé,LA/03/93
1645,-------,LR - ,,Poulet jaune fermier, entier et découpe, frais et surgelé,LA/22/99
1645,-------,LR - ,,Poulet jaune fermier, entier et découpe, frais et surgelé,LA/15/88
1645,-------,LR - ,,Poulet jaune, fermier entier et découpe, frais,LA/02/91
1645,-------,LR - ,,Poulet noir fermier,LA/08/85
1645,-------,LR - ,,Poulet noir fermier,LA/01/97
1645,-------,LR - ,,Poulet noir fermier,LA/05/69
1645,-------,LR - ,,Poulet noir fermier cou nu et découpe, frais ou surgelé,LA/02/79
1645,-------,LR - ,,Poulet noir fermier de 100 jours,LA/12/14
1645,-------,LR - ,,Poulet noir fermier élevé en liberté,LA/01/79
1645,-------,LR - ,,Poulet noir fermier élevé en liberté,LA/13/77
1645,-------,LR - ,,Poulet noir fermier élevé en plein air,LA/25/98
1645,-------,LR - ,,Poulet noir fermier élevé en plein air,LA/07/71
1645,-------,LR - ,,Poulet noir fermier élevé en plein air entier et découpes, frais ou surgelé,LA/03/90
1645,-------,LR - ,,Poulet noir fermier élevé en plein air entier et découpes, frais ou surgelé,LA/11/01
1645,-------,LR - ,,Poulet noir fermier entier et découpe frais,LA/02/75
1645,-------,LR - ,,Poulet noir fermier entier et découpe surgelé,LA/19/89
1645,-------,LR - ,,Poulet noir fermier entier et découpes,LA/10/81
1645,-------,LR - ,,Poulet noir fermier entier et découpes, frais et surgelé,LA/23/06
1645,-------,LR - ,,Poulet noir fermier et découpe, frais ou surgelé,LA/03/83
1645,-------,LR - ,,Poulet noir fermier, élevé en plein air entier et découpe frais ou surgelé,LA/18/93
1645,-------,LR - ,,Poulet noir fermier, entier et découpe, frais et surgelé,LA/18/89
1645,-------,LR - ,,Poulet noir, fermier, entier et découpe, frais et surgelé,LA/05/98
1645,-------,LR - ,,Poulet roux fermier,LA/01/81
1645,-------,LR - ,,Produits cuits de dinde fermière,LA/01/00
1645,-------,LR - ,,Produits cuits de poulet fermier,LA/10/08
1645,-------,LR - ,,Produits de saucisserie,LA/09/08
1645,-------,LR - ,,Produits de saucisserie à l'ancienne,LA/17/05
1645,-------,LR - ,,Produits de saucisserie issus de viandes de porc,LA/10/09
1645,-------,LR - ,,Produits transformés de canards mulards gavés,LA/19/02
1645,-------,LR - ,,Ravioles,LA/14/97
1645,-------,LR - ,,Reine-Claude,LA/10/98
1645,-------,LR - ,,Rillettes pur porc,LA/18/05
1645,-------,LR - ,,Rillettes pur porc,LA/05/09
1645,-------,LR - ,,Rillettes pur porc,LA/02/10
1645,-------,LR - ,,Rôti cuit supérieur,LA/14/06
1645,-------,LR - ,,Saint-Félicien,LA/05/04
1645,-------,LR - ,,Salade prête à l'emploi,LA/31/89
1645,-------,LR - ,,Salaisons sèches à base de viande de coche,LA/06/08
1645,-------,LR - ,,Salaisons sèches à base de viande de coche,LA/01/13
1645,-------,LR - ,,Salaisons sèches à base de viande de porc,LA/05/08
1645,-------,LR - ,,Salaisons sèches à base de viande de porc,LA/07/91
1645,-------,LR - ,,Sardines à l'huile d'olive vierge extra préparées à l'ancienne,LA/33/99
1645,-------,LR - ,,Sardines et filets de sardines pêchées à la bolinche,LA/02/06
1645,-------,LR - ,,Saucisse chevillée et Jésus chevillé,LA/33/05
1645,-------,LR - ,,Saucisse de Strasbourg,LA/11/76
1645,-------,LR - ,,Saucisse fraîche de porc fermier,LA/47/88
1645,-------,LR - ,,Saucisse fraîche et chair à saucisse,LA/12/08
1645,-------,LR - ,,Saucisse fraîche et chair à saucisse,LA/13/08
1645,-------,LR - ,,Saucisse fraîche et chair à saucisse,LA/06/07
1645,-------,LR - ,,Saucisses et saucissons secs, recette à base principalement de coche,LA/03/08
1645,-------,LR - ,,Saucisses et saucissons secs, recette à base principalement de porc charcutier,LA/02/08
1645,-------,LR - ,,Saucisson cuit à l'ail,LA/15/08
1645,-------,LR - ,,Saucisson sec supérieur et saucisse sèche supérieure de porc fermier,LA/03/13
1645,-------,LR - ,,Saucissons cuits supérieurs,LA/20/05
1645,-------,LR - ,,Saumon,LA/33/90
1645,-------,LR - ,,Saumon Atlantique,LA/31/05
1645,-------,LR - ,,Saumon Atlantique d'élevage frais,LA/06/09
1645,-------,LR - ,,Saumon Atlantique d'élevage fumé,LA/24/05
1645,-------,LR - ,,Saumon farci, farce aux petits légumes,LA/07/14
1645,-------,LR - ,,Saumon frais,LA/08/07
1645,-------,LR - ,,Saumon fumé,LA/04/94
1645,-------,LR - ,,Sel marin de l'Atlantique,LA/06/91
1645,-------,LR - ,,Semences de céréales à paille,LA/01/66
1645,-------,LR - ,,Soupe de poisson - Petite pêche de moins de 24 heures,LA/05/10
1645,-------,LR - ,,Soupe de poissons,LA/04/09
1645,-------,LR - ,,Soupe rouge de la mer,LA/08/10
1645,-------,LR - ,,Terrine de campagne de porc fermier,LA/07/01
1645,-------,LR - ,,Truite arc en ciel élevée en eau douce,LA/36/06
1645,-------,LR - ,,Truite de source,LA/09/06
1645,-------,LR - ,,Truite fumée,LA/28/06
1645,-------,LR - ,,Turbot et découpes de turbot d'aquaculture marine,LA/15/02
